transactionId,lotId,collectorId,recyclerId,categorySummary,totalWeightKg,estimatedValueInr,quotedPriceInr,finalPriceInr,collectionDistrict,handoverDistrict,handoverAt,paymentStatus,paymentMode,paidAt,status,anomalyFlags
TXN_00044,LOT_00054,COL_0053,REC_013,lcd_panel,2.88,108.02,96.28,98.17,Nashik,Nashik,2026-02-10T05:41:00.000Z,partial,cash,,completed,
TXN_00045,LOT_00055,COL_0051,REC_007,mixed_plastic|cable,74.19,5561.38,6022.03,6210.43,Mumbai Suburban,Mumbai Suburban,2026-03-07T23:06:00.000Z,partial,bank_transfer,,completed,
TXN_00046,LOT_00056,COL_0010,REC_005,pcb,0.82,270.41,254.92,248.52,Pune,Pune,2026-02-08T11:26:00.000Z,unpaid,cash,,pending,
TXN_00047,LOT_00057,COL_0017,REC_010,mixed_plastic,36.33,974.15,988,986.64,Thane,Thane,2025-11-27T18:14:00.000Z,unpaid,cash,,pending,
TXN_00048,LOT_00058,COL_0034,REC_003,lcd_panel|mixed_plastic,28.95,2339.23,2309.93,2355.08,Pune,Pune,2026-01-27T02:06:00.000Z,unpaid,cash,,completed,
TXN_00049,LOT_00060,COL_0048,REC_011,cable|motor_magnet,34.11,6416.82,5859.31,5868.23,Thane,Thane,2025-11-20T00:23:00.000Z,partial,cash,,completed,
TXN_00050,LOT_00062,COL_0021,REC_003,mixed_plastic,15.33,185.95,180.47,180.73,Pune,Pune,2026-02-18T13:03:00.000Z,paid,cash,2026-02-18T14:43:00.000Z,completed,
TXN_00051,LOT_00063,COL_0028,REC_007,lcd_panel|cable|pcb,60.39,7979.09,7594.04,7702.71,Mumbai Suburban,Mumbai Suburban,2025-10-30T01:44:00.000Z,paid,cash,2025-10-30T03:36:00.000Z,completed,
TXN_00052,LOT_00064,COL_0021,REC_004,cable|battery,95.71,16761.29,16465.37,16388.83,Pune,Pune,2025-09-22T15:28:00.000Z,paid,cash,2025-09-22T16:42:00.000Z,completed,
TXN_00053,LOT_00066,COL_0052,REC_021,battery|motor_magnet|mixed_plastic,91.49,9177.48,8263.85,8382.98,Bengaluru Urban,Bengaluru Urban,2026-03-18T16:42:00.000Z,paid,cash,2026-03-18T19:14:00.000Z,completed,
TXN_00054,LOT_00067,COL_0042,REC_003,mixed_plastic,41.47,1363.95,1326.33,1342.54,Pune,Pune,2026-08-22T15:11:00.000Z,paid,cash,2026-08-22T16:44:00.000Z,completed,
TXN_00055,LOT_00068,COL_0050,REC_003,battery,75.14,6904.51,7326.31,7309.03,Pune,Pune,2026-06-13T09:21:00.000Z,unpaid,cash,,pending,
TXN_00056,LOT_00069,COL_0048,REC_010,lcd_panel|mixed_plastic,67.77,1235.64,1150.93,1175.61,Thane,Thane,2026-07-19T13:37:00.000Z,paid,cash,2026-07-19T16:00:00.000Z,completed,WEIGHT_MISMATCH_AT_HANDOVER
TXN_00057,LOT_00070,COL_0014,REC_004,mixed_plastic,16.94,213.78,190.07,187.21,Pune,Pune,2026-06-19T10:54:00.000Z,paid,cash,2026-06-19T13:18:00.000Z,completed,
TXN_00058,LOT_00071,COL_0003,REC_001,motor_magnet|pcb,16.66,1772.79,1657.4,1670.54,Pune,Pune,2026-07-09T07:44:00.000Z,paid,cash,2026-07-09T10:08:00.000Z,completed,
TXN_00059,LOT_00073,COL_0007,REC_010,cable|motor_magnet|mixed_plastic,55.6,7788.64,7939.16,7903.03,Thane,Thane,2025-10-29T21:00:00.000Z,paid,cash,2025-10-29T21:27:00.000Z,completed,
TXN_00060,LOT_00075,COL_0027,REC_013,battery,2.35,559.01,553.6,553.45,Nashik,Nashik,2025-10-14T11:01:00.000Z,paid,cash,2025-10-14T14:23:00.000Z,completed,
TXN_00061,LOT_00076,COL_0043,REC_002,lcd_panel,59.37,1275.61,1230.59,1212.16,Pune,Pune,2025-11-24T12:42:00.000Z,paid,cash,2025-11-24T15:05:00.000Z,completed,
TXN_00062,LOT_00077,COL_0055,REC_008,pcb|battery|cable,94.14,9487.6,9038.33,9012.81,Mumbai Suburban,Mumbai Suburban,2026-05-08T19:25:00.000Z,paid,cash,2026-05-08T20:35:00.000Z,completed,
TXN_00063,LOT_00078,COL_0008,REC_012,mixed_plastic,35.22,374.99,364.57,363.32,Nashik,Nashik,2026-03-12T08:51:00.000Z,paid,cash,2026-03-12T12:39:00.000Z,completed,
TXN_00064,LOT_00079,COL_0046,REC_001,cable|pcb,12.27,2036.87,2076.79,2102.86,Pune,Pune,2025-10-09T23:07:00.000Z,paid,cash,2025-10-10T01:17:00.000Z,completed,
TXN_00065,LOT_00081,COL_0042,REC_003,pcb,4.63,1255.12,1191.38,1164.88,Pune,Pune,2026-01-15T09:17:00.000Z,unpaid,bank_transfer,,completed,
TXN_00066,LOT_00083,COL_0024,REC_008,pcb,0.26,288.71,287.32,277.69,Mumbai Suburban,Mumbai Suburban,2026-08-04T16:41:00.000Z,paid,cash,2026-08-04T20:00:00.000Z,completed,
TXN_00067,LOT_00084,COL_0025,REC_002,battery|cable,141.23,18300.58,16827.64,16437.15,Pune,Pune,2026-01-02T15:21:00.000Z,unpaid,cash,,pending,
TXN_00068,LOT_00086,COL_0045,REC_020,cable,40.1,5798.86,6258.41,6168.57,Bengaluru Urban,Bengaluru Urban,2025-11-04T04:13:00.000Z,paid,cash,2025-11-04T05:16:00.000Z,completed,
TXN_00069,LOT_00089,COL_0046,REC_001,pcb|crt,83.05,1900.08,1921.53,1936.76,Pune,Pune,2026-03-04T14:28:00.000Z,paid,cash,2026-03-04T17:48:00.000Z,completed,
TXN_00070,LOT_00090,COL_0019,REC_010,cable,23.61,9871.58,9233.09,9585.04,Thane,Thane,2025-11-27T23:51:00.000Z,paid,cash,2025-11-28T00:58:00.000Z,completed,
TXN_00071,LOT_00092,COL_0021,REC_001,battery|cable,41,5694.29,5548.29,5544.06,Pune,Pune,2025-09-09T11:11:00.000Z,paid,cash,2025-09-09T13:34:00.000Z,completed,
TXN_00072,LOT_00093,COL_0031,REC_007,cable|mixed_plastic|battery,74.23,4523.72,4301.56,4148.47,Mumbai Suburban,Mumbai Suburban,2026-01-02T00:56:00.000Z,paid,cash,2026-01-02T01:51:00.000Z,completed,
TXN_00073,LOT_00094,COL_0037,REC_003,motor_magnet,3.59,483.9,441.95,423.19,Pune,Pune,2025-10-10T23:26:00.000Z,unpaid,cash,,completed,
TXN_00074,LOT_00095,COL_0004,REC_003,mixed_plastic|lcd_panel,116.63,4802.24,4729.63,4673.75,Pune,Pune,2026-02-26T16:01:00.000Z,paid,cash,2026-02-26T19:50:00.000Z,completed,
TXN_00075,LOT_00097,COL_0009,REC_012,mixed_plastic|battery,20.51,295.88,291.86,290.18,Nashik,Nashik,2026-03-08T17:02:00.000Z,paid,cash,2026-03-08T19:23:00.000Z,completed,
TXN_00076,LOT_00098,COL_0028,REC_007,mixed_plastic|motor_magnet,27.67,711.18,690.16,696.9,Mumbai Suburban,Mumbai Suburban,2026-07-31T00:20:00.000Z,unpaid,bank_transfer,,completed,
TXN_00077,LOT_00099,COL_0053,REC_012,battery,45.74,2730.17,2506.12,2487.28,Nashik,Nashik,2026-02-04T04:48:00.000Z,partial,bank_transfer,,completed,
TXN_00078,LOT_00100,COL_0032,REC_008,pcb|battery,0.36,739.4,740.91,748.7,Mumbai Suburban,Mumbai Suburban,2026-05-03T07:46:00.000Z,unpaid,upi,,pending,
TXN_00079,LOT_00101,COL_0004,REC_001,motor_magnet,9.68,1445.12,1377.6,1371.96,Pune,Pune,2026-01-10T16:59:00.000Z,paid,cash,2026-01-10T17:17:00.000Z,completed,
TXN_00080,LOT_00102,COL_0008,REC_012,cable,32.94,4557.18,4349.84,4301.74,Nashik,Nashik,2026-04-13T19:41:00.000Z,paid,bank_transfer,2026-04-13T20:17:00.000Z,completed,
TXN_00081,LOT_00103,COL_0048,REC_011,pcb|cable,20.9,2973.91,3298.95,3214.33,Thane,Thane,2026-05-08T16:17:00.000Z,unpaid,cash,,completed,WEIGHT_MISMATCH_AT_HANDOVER
TXN_00082,LOT_00105,COL_0050,REC_002,pcb|cable,27.8,2973.4,3034.08,2983.13,Pune,Pune,2026-03-26T03:13:00.000Z,paid,cash,2026-03-26T03:46:00.000Z,completed,
TXN_00083,LOT_00106,COL_0040,REC_007,cable|motor_magnet,44.72,6553.81,6791.24,6555.86,Mumbai Suburban,Mumbai Suburban,2026-02-05T08:02:00.000Z,paid,upi,2026-02-05T10:12:00.000Z,completed,
TXN_00084,LOT_00107,COL_0046,REC_001,cable|pcb,50.34,6420.45,5932.76,5808.98,Pune,Pune,2026-03-13T02:54:00.000Z,paid,cash,2026-03-13T03:37:00.000Z,completed,
TXN_00085,LOT_00110,COL_0059,REC_001,cable,18.97,3557.82,3537.81,3639.78,Pune,Pune,2026-02-14T05:19:00.000Z,paid,cash,2026-02-14T09:03:00.000Z,completed,
TXN_00086,LOT_00111,COL_0022,REC_007,mixed_plastic,9.78,121.48,122.04,120.25,Mumbai Suburban,Mumbai Suburban,2026-05-03T05:19:00.000Z,unpaid,cash,,completed,
TXN_00087,LOT_00112,COL_0014,REC_001,cable,38.7,4948.96,4967.54,5061.37,Pune,Pune,2026-04-27T19:38:00.000Z,paid,cash,2026-04-27T19:48:00.000Z,completed,
TXN_00088,LOT_00113,COL_0036,REC_007,crt,129.33,1136.28,1116.05,1123.43,Mumbai Suburban,Mumbai Suburban,2025-11-29T00:21:00.000Z,paid,cash,2025-11-29T01:32:00.000Z,completed,
TXN_00089,LOT_00114,COL_0054,REC_004,battery,6.66,593.41,604.42,633.01,Pune,Pune,2026-04-09T20:44:00.000Z,paid,cash,2026-04-09T21:12:00.000Z,completed,
TXN_00090,LOT_00115,COL_0032,REC_007,motor_magnet,11.68,1695.7,1687.95,1651.57,Mumbai Suburban,Mumbai Suburban,2025-12-15T03:14:00.000Z,partial,cash,,completed,
TXN_00091,LOT_00116,COL_0060,REC_014,mixed_plastic,9.86,230.98,242.24,246.57,Nagpur,Nagpur,2025-12-04T22:00:00.000Z,paid,cash,2025-12-05T00:20:00.000Z,completed,
TXN_00092,LOT_00117,COL_0003,REC_003,mixed_plastic|pcb,63.98,1206.66,1166.15,1153.72,Pune,Pune,2026-07-18T01:47:00.000Z,paid,bank_transfer,2026-07-18T03:41:00.000Z,completed,
TXN_00093,LOT_00118,COL_0039,REC_010,cable|pcb,26.42,4563.9,4540.47,4493.1,Thane,Thane,2026-06-19T13:27:00.000Z,paid,cash,2026-06-19T15:44:00.000Z,completed,
TXN_00094,LOT_00119,COL_0009,REC_013,battery,3.06,649.39,701.85,688.31,Nashik,Nashik,2026-07-17T09:23:00.000Z,partial,cash,,completed,
TXN_00095,LOT_00120,COL_0020,REC_011,pcb,0.33,493.79,440.45,466.88,Thane,Thane,2026-04-30T20:31:00.000Z,partial,cash,,completed,
TXN_00096,LOT_00121,COL_0030,REC_013,crt,165.08,1475.88,1334.18,1380.58,Nashik,Nashik,2026-08-29T19:13:00.000Z,paid,cash,2026-08-29T22:33:00.000Z,completed,
TXN_00097,LOT_00122,COL_0017,REC_010,pcb|lcd_panel|cable,26.68,8778.01,9074.02,9211.12,Thane,Thane,2025-09-12T04:07:00.000Z,paid,cash,2025-09-12T06:05:00.000Z,completed,
TXN_00098,LOT_00123,COL_0039,REC_011,motor_magnet|mixed_plastic,58.74,5227.76,4998.98,4951.68,Thane,Thane,2026-02-17T16:45:00.000Z,paid,cash,2026-02-17T19:22:00.000Z,completed,
TXN_00099,LOT_00125,COL_0059,REC_001,pcb,3.41,244.86,258.33,255.5,Pune,Pune,2026-03-01T15:27:00.000Z,paid,cash,2026-03-01T16:33:00.000Z,completed,
TXN_00100,LOT_00126,COL_0025,REC_003,lcd_panel,20.85,1970.12,1780.55,1771.26,Pune,Pune,2025-11-24T05:25:00.000Z,paid,cash,2025-11-24T05:49:00.000Z,completed,
TXN_00101,LOT_00127,COL_0024,REC_008,cable|pcb,30.24,4781.1,4637.85,4591.94,Mumbai Suburban,Mumbai Suburban,2025-10-02T03:19:00.000Z,paid,cash,2025-10-02T05:12:00.000Z,completed,
TXN_00102,LOT_00128,COL_0017,REC_010,mixed_plastic,51.2,856.11,761.17,732.64,Thane,Thane,2026-05-20T07:00:00.000Z,paid,cash,2026-05-20T08:34:00.000Z,completed,
TXN_00103,LOT_00129,COL_0010,REC_005,cable|pcb|mixed_plastic,66.41,4413.44,3870.58,3951.83,Pune,Pune,2026-06-06T10:52:00.000Z,unpaid,cash,,pending,
TXN_00104,LOT_00130,COL_0041,REC_021,mixed_plastic,4.72,115.03,114.08,116.06,Bengaluru Urban,Bengaluru Urban,2026-06-07T09:27:00.000Z,paid,cash,2026-06-07T09:29:00.000Z,completed,
TXN_00105,LOT_00131,COL_0020,REC_010,motor_magnet,26.86,4239.31,4106.22,4046.06,Thane,Thane,2026-06-21T03:06:00.000Z,paid,cash,2026-06-21T05:18:00.000Z,completed,
TXN_00106,LOT_00132,COL_0015,REC_016,battery|cable|pcb,40.6,4386.65,4075.69,4132.72,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,2026-07-17T12:27:00.000Z,unpaid,cash,,completed,
TXN_00107,LOT_00133,COL_0047,REC_019,lcd_panel|motor_magnet,57.44,7563.04,7245.68,7318.85,New Delhi,New Delhi,2026-08-27T19:43:00.000Z,paid,cash,2026-08-27T22:26:00.000Z,completed,
TXN_00108,LOT_00134,COL_0043,REC_001,battery|cable,18.62,2178.3,2398.64,2391.84,Pune,Pune,2026-06-03T08:18:00.000Z,paid,cash,2026-06-03T09:03:00.000Z,completed,
TXN_00109,LOT_00135,COL_0004,REC_003,lcd_panel,4.13,195.43,201.93,201.61,Pune,Pune,2026-05-28T18:30:00.000Z,paid,cash,2026-05-28T20:39:00.000Z,completed,
TXN_00110,LOT_00139,COL_0048,REC_010,mixed_plastic|cable|pcb,57.7,3480.33,3579.57,3656.72,Thane,Thane,2026-01-31T10:36:00.000Z,paid,cash,2026-01-31T11:27:00.000Z,completed,
TXN_00111,LOT_00142,COL_0040,REC_008,pcb,0.21,339.37,335.7,337.33,Mumbai Suburban,Mumbai Suburban,2026-07-11T07:40:00.000Z,paid,upi,2026-07-11T11:35:00.000Z,completed,
TXN_00112,LOT_00143,COL_0007,REC_010,battery,36.6,3794.19,3525.45,3523.2,Thane,Thane,2026-06-08T09:02:00.000Z,unpaid,cash,,pending,
TXN_00113,LOT_00144,COL_0019,REC_010,cable,58.11,8359.38,7959.54,7657.54,Thane,Thane,2025-10-13T00:40:00.000Z,unpaid,cash,,pending,
TXN_00114,LOT_00145,COL_0012,REC_005,battery|lcd_panel|cable,49.16,13558.62,13612.73,13415.36,Pune,Pune,2025-10-17T07:19:00.000Z,paid,cash,2025-10-17T09:28:00.000Z,completed,
TXN_00115,LOT_00146,COL_0019,REC_010,motor_magnet,6.25,1839.8,1675.44,1667.8,Thane,Thane,2025-10-05T19:52:00.000Z,paid,cash,2025-10-05T19:59:00.000Z,completed,
TXN_00116,LOT_00147,COL_0040,REC_007,cable|lcd_panel|mixed_plastic,30.33,3255.7,3357.68,3386.51,Mumbai Suburban,Mumbai Suburban,2026-04-06T19:46:00.000Z,paid,bank_transfer,2026-04-06T20:37:00.000Z,completed,
TXN_00117,LOT_00148,COL_0055,REC_007,lcd_panel,75.41,1668.63,1641.16,1635.32,Mumbai Suburban,Mumbai Suburban,2026-05-25T11:21:00.000Z,unpaid,cash,,completed,
TXN_00118,LOT_00152,COL_0051,REC_007,mixed_plastic|pcb,10.34,1060.04,997.16,1018.2,Mumbai Suburban,Mumbai Suburban,2026-07-26T10:16:00.000Z,paid,cash,2026-07-26T10:17:00.000Z,completed,
TXN_00119,LOT_00153,COL_0040,REC_008,pcb|motor_magnet,14.93,2520.75,2354.69,2359.91,Mumbai Suburban,Mumbai Suburban,2025-11-16T17:18:00.000Z,paid,cash,2025-11-16T18:38:00.000Z,completed,
TXN_00120,LOT_00154,COL_0057,REC_014,mixed_plastic,27.34,599.02,606.41,616.18,Nagpur,Nagpur,2025-10-25T10:37:00.000Z,partial,cash,,completed,
TXN_00121,LOT_00155,COL_0042,REC_005,crt|mixed_plastic,78.71,993.72,984.91,973.93,Pune,Pune,2025-11-27T06:17:00.000Z,paid,cash,2025-11-27T10:16:00.000Z,completed,
TXN_00122,LOT_00156,COL_0014,REC_004,battery|pcb,60.59,4906.22,4440.14,4472.33,Pune,Pune,2025-09-04T04:15:00.000Z,paid,cash,2025-09-04T06:53:00.000Z,completed,
TXN_00123,LOT_00157,COL_0009,REC_013,cable,94.24,17260.57,17269.61,17759.31,Nashik,Nashik,2026-01-27T11:35:00.000Z,paid,cash,2026-01-27T13:57:00.000Z,completed,
TXN_00124,LOT_00158,COL_0017,REC_011,cable|battery|pcb,34.14,6015.12,6126.72,6003.69,Thane,Thane,2026-06-11T02:12:00.000Z,paid,cash,2026-06-11T02:43:00.000Z,completed,
TXN_00125,LOT_00159,COL_0054,REC_004,pcb|motor_magnet,5.06,696.99,671.54,690.88,Pune,Pune,2026-05-11T20:42:00.000Z,unpaid,cash,,pending,
TXN_00126,LOT_00160,COL_0019,REC_010,battery|mixed_plastic|motor_magnet|crt,36.96,2061.03,1926.34,1897.74,Thane,Thane,2026-05-01T06:17:00.000Z,paid,cash,2026-05-01T08:19:00.000Z,completed,
TXN_00127,LOT_00161,COL_0050,REC_001,lcd_panel|cable|pcb,83.53,2085.35,1732.76,1726.86,Pune,Pune,2026-08-28T18:45:00.000Z,partial,upi,,completed,
TXN_00128,LOT_00163,COL_0054,REC_005,pcb,0.06,62.07,59.98,61.08,Pune,Pune,2026-04-02T09:04:00.000Z,unpaid,cash,,pending,
TXN_00129,LOT_00165,COL_0025,REC_004,cable,20.89,2184.22,1947.53,1911.3,Pune,Pune,2026-07-16T23:23:00.000Z,partial,cash,,completed,
TXN_00130,LOT_00166,COL_0021,REC_005,crt,181.96,1143.25,1242.99,1242.05,Pune,Pune,2026-01-14T19:37:00.000Z,paid,cash,2026-01-14T20:10:00.000Z,completed,
TXN_00131,LOT_00167,COL_0026,REC_019,lcd_panel,5.77,320.7,298.92,303.81,New Delhi,New Delhi,2026-05-02T09:56:00.000Z,paid,upi,2026-05-02T11:26:00.000Z,completed,
