lotId,collectorId,status,itemCount,totalWeightKg,estimatedValueInr,locality,district,state,lat,lon,collectedAt,recyclerId,quotedPriceInr,updatedAt
LOT_00046,COL_0041,paid,1,2.85,692.4,Peenya,Bengaluru Urban,Karnataka,12.971836975960434,77.59481327836438,2025-09-17T09:05:00.000Z,REC_020,677.11,2025-09-19T14:35:00.000Z
LOT_00047,COL_0007,paid,1,30.23,4741.23,Ulhasnagar,Thane,Maharashtra,19.215782157237825,72.97583394151404,2026-02-18T13:23:00.000Z,REC_010,4768.25,2026-02-18T15:56:00.000Z
LOT_00048,COL_0024,paid,1,36.73,1367.18,Malad,Mumbai Suburban,Maharashtra,19.059756151592733,72.82124053643345,2026-04-09T15:59:00.000Z,REC_007,1337.8,2026-04-11T22:46:00.000Z
LOT_00049,COL_0007,paid,1,10.94,1127.37,Ulhasnagar,Thane,Maharashtra,19.142477450835703,72.90985970575213,2025-10-20T15:45:00.000Z,REC_010,1101.46,2025-10-21T20:06:00.000Z
LOT_00050,COL_0025,ready,1,7.31,944.23,Pimpri,Pune,Maharashtra,18.567343998821077,73.89894959893897,2025-12-16T17:09:00.000Z,,,2025-12-16T17:09:00.000Z
LOT_00051,COL_0029,paid,3,12.97,1390.17,Malad,Mumbai Suburban,Maharashtra,19.188348861640694,72.93697397547662,2026-03-18T13:16:00.000Z,REC_008,1483.36,2026-03-20T04:04:00.000Z
LOT_00052,COL_0051,paid,3,16.34,2685.51,Malad,Mumbai Suburban,Maharashtra,19.057171091629566,72.8189139824666,2026-03-03T15:18:00.000Z,REC_008,2487.59,2026-03-04T10:19:00.000Z
LOT_00053,COL_0008,paid,3,49.23,5587.2,Ambad,Nashik,Maharashtra,19.968912064246833,73.76407085782215,2026-08-24T12:00:00.000Z,REC_012,5426.61,2026-08-24T18:53:00.000Z
LOT_00054,COL_0053,confirmed,1,2.88,108.02,Ambad,Nashik,Maharashtra,20.041184313856064,73.82911588247046,2026-02-07T16:41:00.000Z,REC_013,96.28,2026-02-10T06:34:00.000Z
LOT_00055,COL_0051,confirmed,3,74.19,5561.38,Kurla,Mumbai Suburban,Maharashtra,19.05046782449484,72.81288104204535,2026-03-07T10:06:00.000Z,REC_007,6022.03,2026-03-08T00:45:00.000Z
LOT_00056,COL_0010,handed_over,1,0.82,270.41,Wagholi,Pune,Maharashtra,18.564340206505356,73.89624618585482,2026-02-06T09:26:00.000Z,REC_005,254.92,2026-02-08T11:26:00.000Z
LOT_00057,COL_0017,handed_over,1,36.33,974.15,Wagle Estate,Thane,Maharashtra,19.28807297283709,73.04089567555337,2025-11-26T09:14:00.000Z,REC_010,988,2025-11-27T18:14:00.000Z
LOT_00058,COL_0034,confirmed,2,28.95,2339.23,Bhosari,Pune,Maharashtra,18.523526435168087,73.85951379165128,2026-01-25T12:06:00.000Z,REC_003,2309.93,2026-01-27T05:56:00.000Z
LOT_00059,COL_0016,ready,1,0.2,695.86,Andheri East,Mumbai Suburban,Maharashtra,19.10199857336134,72.8592587160252,2026-02-04T19:10:00.000Z,,,2026-02-04T19:10:00.000Z
LOT_00060,COL_0048,confirmed,2,34.11,6416.82,Bhiwandi,Thane,Maharashtra,19.1413023496598,72.90880211469381,2025-11-17T09:23:00.000Z,REC_011,5859.31,2025-11-20T02:11:00.000Z
LOT_00061,COL_0015,ready,1,4.01,947.68,Waluj,Chhatrapati Sambhajinagar,Maharashtra,19.82712073842883,75.29912866458595,2026-04-14T19:34:00.000Z,,,2026-04-14T19:34:00.000Z
LOT_00062,COL_0021,paid,1,15.33,185.95,Kothrud,Pune,Maharashtra,18.542408490636944,73.87650764157326,2026-02-16T14:03:00.000Z,REC_003,180.47,2026-02-18T14:43:00.000Z
LOT_00063,COL_0028,paid,3,60.39,7979.09,Andheri East,Mumbai Suburban,Maharashtra,19.15981033269912,72.9112892994292,2025-10-27T11:44:00.000Z,REC_007,7594.04,2025-10-30T03:36:00.000Z
LOT_00064,COL_0021,paid,2,95.71,16761.29,Hadapsar,Pune,Maharashtra,18.577664814451335,73.90823833300621,2025-09-21T10:28:00.000Z,REC_004,16465.37,2025-09-22T16:42:00.000Z
LOT_00065,COL_0005,ready,2,50.9,17275.81,Butibori,Nagpur,Maharashtra,21.093345372098685,79.04099083488882,2026-01-20T07:13:00.000Z,,,2026-01-20T07:13:00.000Z
LOT_00066,COL_0052,paid,3,91.49,9177.48,Peenya,Bengaluru Urban,Karnataka,12.929968013426661,77.557131212084,2026-03-17T14:42:00.000Z,REC_021,8263.85,2026-03-18T19:14:00.000Z
LOT_00067,COL_0042,paid,1,41.47,1363.95,Pimpri,Pune,Maharashtra,18.50865425762683,73.84612883186415,2026-08-21T18:11:00.000Z,REC_003,1326.33,2026-08-22T16:44:00.000Z
LOT_00068,COL_0050,handed_over,3,75.14,6904.51,Pimpri,Pune,Maharashtra,18.58054036204666,73.910826325842,2026-06-11T19:21:00.000Z,REC_003,7326.31,2026-06-13T09:21:00.000Z
LOT_00069,COL_0048,paid,2,67.77,1235.64,Wagle Estate,Thane,Maharashtra,19.21219336731285,72.97260403058156,2026-07-19T08:37:00.000Z,REC_010,1150.93,2026-07-19T16:00:00.000Z
LOT_00070,COL_0014,paid,1,16.94,213.78,Katraj,Pune,Maharashtra,18.49070558168888,73.82997502351999,2026-06-16T19:54:00.000Z,REC_004,190.07,2026-06-19T13:18:00.000Z
LOT_00071,COL_0003,paid,3,16.66,1772.79,Hadapsar,Pune,Maharashtra,18.596415675924717,73.92511410833225,2026-07-06T12:44:00.000Z,REC_001,1657.4,2026-07-09T10:08:00.000Z
LOT_00072,COL_0055,ready,1,4.83,688.37,Andheri East,Mumbai Suburban,Maharashtra,19.05494332239628,72.81690899015665,2025-11-04T16:49:00.000Z,,,2025-11-04T16:49:00.000Z
LOT_00073,COL_0007,paid,4,55.6,7788.64,Ulhasnagar,Thane,Maharashtra,19.182790810856222,72.9461417297706,2025-10-29T13:00:00.000Z,REC_010,7939.16,2025-10-29T21:27:00.000Z
LOT_00074,COL_0057,ready,1,26.5,6942.34,Butibori,Nagpur,Maharashtra,21.205546182076635,79.14197156386896,2026-02-12T10:14:00.000Z,,,2026-02-12T10:14:00.000Z
LOT_00075,COL_0027,paid,1,2.35,559.01,Satpur,Nashik,Maharashtra,19.93865279316902,73.73683751385212,2025-10-12T10:01:00.000Z,REC_013,553.6,2025-10-14T14:23:00.000Z
LOT_00076,COL_0043,paid,1,59.37,1275.61,Katraj,Pune,Maharashtra,18.563529329420625,73.89551639647857,2025-11-22T11:42:00.000Z,REC_002,1230.59,2025-11-24T15:05:00.000Z
LOT_00077,COL_0055,paid,4,94.14,9487.6,Malad,Mumbai Suburban,Maharashtra,19.09090927858502,72.84927835072651,2026-05-08T12:25:00.000Z,REC_008,9038.33,2026-05-08T20:35:00.000Z
LOT_00078,COL_0008,paid,1,35.22,374.99,Panchavati,Nashik,Maharashtra,19.96746302090585,73.76276671881527,2026-03-11T10:51:00.000Z,REC_012,364.57,2026-03-12T12:39:00.000Z
LOT_00079,COL_0046,paid,3,12.27,2036.87,Wagholi,Pune,Maharashtra,18.543326384173334,73.877333745756,2025-10-09T14:07:00.000Z,REC_001,2076.79,2025-10-10T01:17:00.000Z
LOT_00080,COL_0038,ready,2,0.53,930.62,Satpur,Nashik,Maharashtra,20.074298288226128,73.85891845940351,2026-06-10T13:25:00.000Z,,,2026-06-10T13:25:00.000Z
LOT_00081,COL_0042,confirmed,1,4.63,1255.12,Kothrud,Pune,Maharashtra,18.580278394678235,73.91059055521042,2026-01-14T06:17:00.000Z,REC_003,1191.38,2026-01-15T12:09:00.000Z
LOT_00082,COL_0057,ready,2,0.21,405.34,Hingna,Nagpur,Maharashtra,21.135258966590467,79.07871306993142,2026-01-01T17:10:00.000Z,,,2026-01-01T17:10:00.000Z
LOT_00083,COL_0024,paid,2,0.26,288.71,Malad,Mumbai Suburban,Maharashtra,19.120423701485993,72.87584133133738,2026-08-02T14:41:00.000Z,REC_008,287.32,2026-08-04T20:00:00.000Z
LOT_00084,COL_0025,handed_over,3,141.23,18300.58,Pimpri,Pune,Maharashtra,18.51601688173562,73.85275519356206,2026-01-01T14:21:00.000Z,REC_002,16827.64,2026-01-02T15:21:00.000Z
LOT_00085,COL_0033,ready,1,32.3,855,Dombivli,Thane,Maharashtra,19.144962445776162,72.91209620119855,2026-03-24T06:07:00.000Z,,,2026-03-24T06:07:00.000Z
LOT_00086,COL_0045,paid,1,40.1,5798.86,Bommanahalli,Bengaluru Urban,Karnataka,13.011729270330072,77.63071634329707,2025-11-02T14:13:00.000Z,REC_020,6258.41,2025-11-04T05:16:00.000Z
LOT_00087,COL_0030,ready,2,34.06,11312.85,Ambad,Nashik,Maharashtra,20.012876393422484,73.80363875408024,2026-06-03T06:04:00.000Z,,,2026-06-03T06:04:00.000Z
LOT_00088,COL_0019,ready,1,20.36,663.74,Dombivli,Thane,Maharashtra,19.17718578496873,72.94109720647185,2026-07-10T17:00:00.000Z,,,2026-07-10T17:00:00.000Z
LOT_00089,COL_0046,paid,2,83.05,1900.08,Hadapsar,Pune,Maharashtra,18.54930089996159,73.88271080996543,2026-03-04T12:28:00.000Z,REC_001,1921.53,2026-03-04T17:48:00.000Z
LOT_00090,COL_0019,paid,1,23.61,9871.58,Bhiwandi,Thane,Maharashtra,19.196631579118968,72.95859842120707,2025-11-27T15:51:00.000Z,REC_010,9233.09,2025-11-28T00:58:00.000Z
LOT_00091,COL_0029,ready,1,23.12,3702.9,Govandi,Mumbai Suburban,Maharashtra,19.046733047595623,72.80951974283606,2025-11-01T17:30:00.000Z,,,2025-11-01T17:30:00.000Z
LOT_00092,COL_0021,paid,2,41,5694.29,Wagholi,Pune,Maharashtra,18.498277088487146,73.83678937963843,2025-09-07T17:11:00.000Z,REC_001,5548.29,2025-09-09T13:34:00.000Z
LOT_00093,COL_0031,paid,3,74.23,4523.72,Govandi,Mumbai Suburban,Maharashtra,19.064061326912046,72.82511519422084,2025-12-31T09:56:00.000Z,REC_007,4301.56,2026-01-02T01:51:00.000Z
LOT_00094,COL_0037,confirmed,1,3.59,483.9,Wagholi,Pune,Maharashtra,18.529582003103194,73.86496380279289,2025-10-08T13:26:00.000Z,REC_003,441.95,2025-10-11T02:05:00.000Z
LOT_00095,COL_0004,paid,3,116.63,4802.24,Kothrud,Pune,Maharashtra,18.481714629390833,73.82188316645176,2026-02-23T18:01:00.000Z,REC_003,4729.63,2026-02-26T19:50:00.000Z
LOT_00096,COL_0026,ready,2,36.33,7531.21,Mundka,New Delhi,Delhi,28.598384767094256,77.19503629038483,2026-05-06T12:23:00.000Z,,,2026-05-06T12:23:00.000Z
LOT_00097,COL_0009,paid,2,20.51,295.88,Satpur,Nashik,Maharashtra,20.072953136526046,73.85770782287344,2026-03-05T19:02:00.000Z,REC_012,291.86,2026-03-08T19:23:00.000Z
LOT_00098,COL_0028,confirmed,2,27.67,711.18,Malad,Mumbai Suburban,Maharashtra,19.18135069255382,72.93067562329843,2026-07-28T11:20:00.000Z,REC_007,690.16,2026-07-31T02:04:00.000Z
LOT_00099,COL_0053,confirmed,1,45.74,2730.17,Ambad,Nashik,Maharashtra,20.053073822446166,73.83981644020155,2026-02-03T12:48:00.000Z,REC_012,2506.12,2026-02-04T05:04:00.000Z
LOT_00100,COL_0032,handed_over,2,0.36,739.4,Andheri East,Mumbai Suburban,Maharashtra,19.056512795692683,72.8183215161234,2026-04-30T09:46:00.000Z,REC_008,740.91,2026-05-03T07:46:00.000Z
LOT_00101,COL_0004,paid,1,9.68,1445.12,Wagholi,Pune,Maharashtra,18.573069173702596,73.90410225633234,2026-01-08T06:59:00.000Z,REC_001,1377.6,2026-01-10T17:17:00.000Z
LOT_00102,COL_0008,paid,1,32.94,4557.18,Satpur,Nashik,Maharashtra,20.020843262448906,73.81080893620401,2026-04-12T11:41:00.000Z,REC_012,4349.84,2026-04-13T20:17:00.000Z
LOT_00103,COL_0048,confirmed,2,20.9,2973.91,Bhiwandi,Thane,Maharashtra,19.22816535616219,72.98697882054597,2026-05-06T09:17:00.000Z,REC_011,3298.95,2026-05-08T18:58:00.000Z
LOT_00104,COL_0060,ready,3,44.97,8407.69,Kamptee,Nagpur,Maharashtra,21.173552793692053,79.11317751432284,2025-10-19T18:59:00.000Z,,,2025-10-19T18:59:00.000Z
LOT_00105,COL_0050,paid,2,27.8,2973.4,Bhosari,Pune,Maharashtra,18.561785400146245,73.89394686013162,2026-03-24T17:13:00.000Z,REC_002,3034.08,2026-03-26T03:46:00.000Z
LOT_00106,COL_0040,paid,2,44.72,6553.81,Kurla,Mumbai Suburban,Maharashtra,19.04985774934888,72.81233197441398,2026-02-04T15:02:00.000Z,REC_007,6791.24,2026-02-05T10:12:00.000Z
LOT_00107,COL_0046,paid,2,50.34,6420.45,Katraj,Pune,Maharashtra,18.54317687881142,73.87719919093028,2026-03-10T19:54:00.000Z,REC_001,5932.76,2026-03-13T03:37:00.000Z
LOT_00108,COL_0058,ready,3,29.83,4696.83,Seelampur,New Delhi,Delhi,28.64760001912117,77.23933001720906,2026-05-20T12:27:00.000Z,,,2026-05-20T12:27:00.000Z
LOT_00109,COL_0049,ready,1,17.91,2741.3,Mundka,New Delhi,Delhi,28.667588405640423,77.25731956507639,2026-02-04T15:44:00.000Z,,,2026-02-04T15:44:00.000Z
LOT_00110,COL_0059,paid,1,18.97,3557.82,Hadapsar,Pune,Maharashtra,18.493739637443422,73.83270567369908,2026-02-12T18:19:00.000Z,REC_001,3537.81,2026-02-14T09:03:00.000Z
LOT_00111,COL_0022,confirmed,1,9.78,121.48,Malad,Mumbai Suburban,Maharashtra,19.11305067789406,72.86920561010464,2026-05-01T09:19:00.000Z,REC_007,122.04,2026-05-03T08:23:00.000Z
LOT_00112,COL_0014,paid,1,38.7,4948.96,Hadapsar,Pune,Maharashtra,18.457876380132138,73.80042874211892,2026-04-26T10:38:00.000Z,REC_001,4967.54,2026-04-27T19:48:00.000Z
LOT_00113,COL_0036,paid,1,129.33,1136.28,Malad,Mumbai Suburban,Maharashtra,19.118203309445086,72.87384297850058,2025-11-28T19:21:00.000Z,REC_007,1116.05,2025-11-29T01:32:00.000Z
LOT_00114,COL_0054,paid,1,6.66,593.41,Hadapsar,Pune,Maharashtra,18.597402116106448,73.9260019044958,2026-04-09T15:44:00.000Z,REC_004,604.42,2026-04-09T21:12:00.000Z
LOT_00115,COL_0032,confirmed,1,11.68,1695.7,Andheri East,Mumbai Suburban,Maharashtra,19.159051035387815,72.91060593184903,2025-12-12T16:14:00.000Z,REC_007,1687.95,2025-12-15T03:24:00.000Z
LOT_00116,COL_0060,paid,1,9.86,230.98,Kamptee,Nagpur,Maharashtra,21.07767312383205,79.02688581144885,2025-12-03T14:00:00.000Z,REC_014,242.24,2025-12-05T00:20:00.000Z
LOT_00117,COL_0003,paid,4,63.98,1206.66,Bhosari,Pune,Maharashtra,18.501601465278863,73.83978131875098,2026-07-15T10:47:00.000Z,REC_003,1166.15,2026-07-18T03:41:00.000Z
LOT_00118,COL_0039,paid,2,26.42,4563.9,Wagle Estate,Thane,Maharashtra,19.26503572961241,73.02016215665117,2026-06-18T10:27:00.000Z,REC_010,4540.47,2026-06-19T15:44:00.000Z
LOT_00119,COL_0009,confirmed,1,3.06,649.39,Satpur,Nashik,Maharashtra,19.948658241592348,73.74584241743311,2026-07-16T15:23:00.000Z,REC_013,701.85,2026-07-17T10:15:00.000Z
LOT_00120,COL_0020,confirmed,1,0.33,493.79,Dombivli,Thane,Maharashtra,19.283852791990338,73.0370975127913,2026-04-28T16:31:00.000Z,REC_011,440.45,2026-04-30T22:32:00.000Z
LOT_00121,COL_0030,paid,1,165.08,1475.88,Panchavati,Nashik,Maharashtra,20.005800069123506,73.79727006221115,2026-08-27T11:13:00.000Z,REC_013,1334.18,2026-08-29T22:33:00.000Z
LOT_00122,COL_0017,paid,4,26.68,8778.01,Bhiwandi,Thane,Maharashtra,19.180221332813797,72.94382919953242,2025-09-09T15:07:00.000Z,REC_010,9074.02,2025-09-12T06:05:00.000Z
LOT_00123,COL_0039,paid,2,58.74,5227.76,Dombivli,Thane,Maharashtra,19.155225745010377,72.92133317050934,2026-02-14T19:45:00.000Z,REC_011,4998.98,2026-02-17T19:22:00.000Z
LOT_00124,COL_0022,ready,1,3.62,235.78,Govandi,Mumbai Suburban,Maharashtra,19.10969569642693,72.86618612678423,2026-07-26T15:24:00.000Z,,,2026-07-26T15:24:00.000Z
LOT_00125,COL_0059,paid,1,3.41,244.86,Katraj,Pune,Maharashtra,18.544837422007323,73.87869367980659,2026-03-01T12:27:00.000Z,REC_001,258.33,2026-03-01T16:33:00.000Z
LOT_00126,COL_0025,paid,1,20.85,1970.12,Wagholi,Pune,Maharashtra,18.50942588404715,73.84682329564244,2025-11-23T13:25:00.000Z,REC_003,1780.55,2025-11-24T05:49:00.000Z
LOT_00127,COL_0024,paid,2,30.24,4781.1,Govandi,Mumbai Suburban,Maharashtra,19.072319798363747,72.83254781852736,2025-09-29T13:19:00.000Z,REC_008,4637.85,2025-10-02T05:12:00.000Z
LOT_00128,COL_0017,paid,2,51.2,856.11,Bhiwandi,Thane,Maharashtra,19.22589701967239,72.98493731770515,2026-05-18T06:00:00.000Z,REC_010,761.17,2026-05-20T08:34:00.000Z
LOT_00129,COL_0010,handed_over,3,66.41,4413.44,Pimpri,Pune,Maharashtra,18.488646547132728,73.82812189241946,2026-06-04T17:52:00.000Z,REC_005,3870.58,2026-06-06T10:52:00.000Z
LOT_00130,COL_0041,paid,1,4.72,115.03,Yelahanka,Bengaluru Urban,Karnataka,12.998809063470365,77.61908815712333,2026-06-05T14:27:00.000Z,REC_021,114.08,2026-06-07T09:29:00.000Z
LOT_00131,COL_0020,paid,1,26.86,4239.31,Ulhasnagar,Thane,Maharashtra,19.17249185694307,72.93687267124876,2026-06-20T17:06:00.000Z,REC_010,4106.22,2026-06-21T05:18:00.000Z
LOT_00132,COL_0015,confirmed,3,40.6,4386.65,Chikalthana,Chhatrapati Sambhajinagar,Maharashtra,19.941041540791094,75.40165738671199,2026-07-16T07:27:00.000Z,REC_016,4075.69,2026-07-17T15:21:00.000Z
