priceId,categoryId,subCategoryId,district,state,observedAt,buyingPriceInr,quotedPriceInr,unit,currency,marketLowInr,marketHighInr,recyclerId,source,confidence
PRC_004191,crt,crt_monitor,Thane,Maharashtra,2025-09-02T10:45:00.000Z,5.83,,kg,INR,5.25,11.54,REC_010,recycler_quote,0.7
PRC_000315,lcd_panel,lcd_monitor_panel,Pune,Maharashtra,2025-09-02T11:04:00.000Z,25.66,,kg,INR,15.99,31.98,REC_005,recycler_quote,0.7
PRC_008051,mixed_plastic,plastic_abs_casing,Nashik,Maharashtra,2025-09-02T11:08:00.000Z,28.37,36.66,kg,INR,21.02,40.14,REC_012,recycler_quote,0.7
PRC_006023,mixed_plastic,plastic_hips_tv,Thane,Maharashtra,2025-09-02T11:16:00.000Z,23.34,27.9,kg,INR,16.9,33.8,REC_011,completed_transaction,0.9
PRC_013244,pcb,pcb_tv_low_grade,New Delhi,Delhi,2025-09-02T11:27:00.000Z,125,159.26,kg,INR,78.9,180.33,REC_018,recycler_quote,0.7
PRC_006916,pcb,pcb_mobile,Nashik,Maharashtra,2025-09-02T11:28:00.000Z,1007.79,1066.69,kg,INR,669.21,1529.62,REC_012,recycler_quote,0.7
PRC_002492,lcd_panel,led_backlight_strip,Mumbai Suburban,Maharashtra,2025-09-02T11:39:00.000Z,108.49,131.68,kg,INR,65.21,141.29,REC_007,completed_transaction,0.9
PRC_014698,lcd_panel,lcd_tv_panel,Bengaluru Urban,Karnataka,2025-09-02T11:41:00.000Z,20.43,26.2,kg,INR,14.83,29.67,REC_020,completed_transaction,0.9
PRC_006179,crt,crt_tv,Nashik,Maharashtra,2025-09-02T11:43:00.000Z,5.99,,kg,INR,3.8,8.55,REC_012,aggregator_board,0.55
PRC_015187,pcb,pcb_mobile,Bengaluru Urban,Karnataka,2025-09-02T12:08:00.000Z,1099.55,1224.37,kg,INR,746.69,1706.73,REC_020,recycler_quote,0.7
PRC_013965,motor_magnet,motor_hdd_assembly,New Delhi,Delhi,2025-09-02T12:31:00.000Z,281.89,351.57,kg,INR,201,379.67,REC_018,recycler_quote,0.7
PRC_014116,motor_magnet,motor_speaker_magnet,New Delhi,Delhi,2025-09-02T12:44:00.000Z,71.41,76.95,kg,INR,50.25,106.09,,recycler_quote,0.7
PRC_004846,pcb,pcb_mobile,Thane,Maharashtra,2025-09-02T13:00:00.000Z,1218.46,1562.5,kg,INR,739.65,1690.63,REC_010,aggregator_board,0.55
PRC_004438,lcd_panel,lcd_monitor_panel,Thane,Maharashtra,2025-09-02T13:14:00.000Z,23.37,,kg,INR,16.79,33.58,,completed_transaction,0.9
PRC_015862,battery,battery_lead_acid_ups,Bengaluru Urban,Karnataka,2025-09-02T13:22:00.000Z,100.21,123.44,kg,INR,79.31,111.04,,completed_transaction,0.9
PRC_000822,pcb,pcb_tv_low_grade,Pune,Maharashtra,2025-09-02T13:29:00.000Z,113,,kg,INR,70.44,161.01,REC_001,completed_transaction,0.9
PRC_010969,pcb,pcb_ram_gold,Chhatrapati Sambhajinagar,Maharashtra,2025-09-02T13:43:00.000Z,1468.14,1839.77,kg,INR,815.13,1992.53,REC_017,completed_transaction,0.9
PRC_011114,pcb,pcb_mobile,Chhatrapati Sambhajinagar,Maharashtra,2025-09-02T13:50:00.000Z,1026.9,1283.4,kg,INR,633.99,1449.11,REC_017,completed_transaction,0.9
PRC_004353,lcd_panel,lcd_tv_panel,Thane,Maharashtra,2025-09-02T13:51:00.000Z,21.1,24.92,kg,INR,14.69,29.39,REC_010,completed_transaction,0.9
PRC_011625,battery,battery_li_ion_mobile,Chhatrapati Sambhajinagar,Maharashtra,2025-09-02T14:06:00.000Z,173.98,,kg,INR,107.75,233.45,,completed_transaction,0.9
PRC_002419,lcd_panel,lcd_laptop_panel,Mumbai Suburban,Maharashtra,2025-09-02T14:08:00.000Z,48.98,,kg,INR,32.61,76.08,REC_006,completed_transaction,0.9
PRC_003811,motor_magnet,motor_fan_ac,Mumbai Suburban,Maharashtra,2025-09-02T14:33:00.000Z,136.81,,kg,INR,118.2,204.17,REC_009,aggregator_board,0.55
PRC_015400,cable,cable_copper_house,Bengaluru Urban,Karnataka,2025-09-02T14:40:00.000Z,523.75,631.69,kg,INR,337.49,506.24,REC_020,aggregator_board,0.55
PRC_010360,crt,crt_tv,Chhatrapati Sambhajinagar,Maharashtra,2025-09-02T15:04:00.000Z,5.89,7.09,kg,INR,3.6,8.1,REC_016,completed_transaction,0.9
PRC_013614,cable,cable_mixed_scrap,New Delhi,Delhi,2025-09-02T15:12:00.000Z,229.57,250.1,kg,INR,144.87,289.73,REC_018,completed_transaction,0.9
PRC_004708,pcb,pcb_ram_gold,Thane,Maharashtra,2025-09-02T15:13:00.000Z,1544.12,1942.16,kg,INR,950.98,2324.62,REC_011,completed_transaction,0.9
PRC_008582,lcd_panel,lcd_monitor_panel,Nagpur,Maharashtra,2025-09-02T15:45:00.000Z,19.18,,kg,INR,14.71,29.43,REC_014,recycler_quote,0.7
PRC_001858,mixed_plastic,plastic_abs_casing,Pune,Maharashtra,2025-09-02T16:11:00.000Z,35.36,,kg,INR,22.13,42.25,,completed_transaction,0.9
PRC_005428,battery,battery_li_ion_laptop,Thane,Maharashtra,2025-09-02T16:14:00.000Z,241.46,,kg,INR,146.66,314.26,REC_010,recycler_quote,0.7
PRC_007685,battery,battery_button_cell,Nashik,Maharashtra,2025-09-02T16:14:00.000Z,88.92,,kg,INR,56.87,132.69,REC_013,aggregator_board,0.55
PRC_007231,cable,cable_data_thin,Nashik,Maharashtra,2025-09-02T16:27:00.000Z,114.5,,kg,INR,85.07,170.14,REC_012,recycler_quote,0.7
PRC_012558,crt,crt_yoke,New Delhi,Delhi,2025-09-02T16:41:00.000Z,90.99,115.94,kg,INR,61.29,105.86,REC_019,completed_transaction,0.9
PRC_013884,battery,battery_button_cell,New Delhi,Delhi,2025-09-02T16:45:00.000Z,115.46,140.19,kg,INR,67.04,156.43,REC_019,aggregator_board,0.55
PRC_013385,cable,cable_copper_house,New Delhi,Delhi,2025-09-02T17:14:00.000Z,443.83,576.17,kg,INR,356.59,534.89,,recycler_quote,0.7
PRC_009840,motor_magnet,motor_hdd_assembly,Nagpur,Maharashtra,2025-09-02T17:17:00.000Z,241.76,293.23,kg,INR,165.11,311.87,REC_015,completed_transaction,0.9
PRC_007081,pcb,pcb_power_supply,Nashik,Maharashtra,2025-09-02T17:36:00.000Z,134.48,,kg,INR,85.07,179.59,,completed_transaction,0.9
PRC_002283,lcd_panel,lcd_tv_panel,Mumbai Suburban,Maharashtra,2025-09-02T17:41:00.000Z,20.24,,kg,INR,15.11,30.23,REC_007,recycler_quote,0.7
PRC_006784,pcb,pcb_ram_gold,Nashik,Maharashtra,2025-09-02T17:54:00.000Z,1457.27,,kg,INR,860.41,2103.22,,completed_transaction,0.9
PRC_006850,pcb,pcb_cpu_processor,Nashik,Maharashtra,2025-09-02T17:58:00.000Z,3777.57,,kg,INR,1720.82,6214.07,REC_012,completed_transaction,0.9
PRC_011958,motor_magnet,motor_small_appliance,Chhatrapati Sambhajinagar,Maharashtra,2025-09-02T18:29:00.000Z,108.57,120.15,kg,INR,85.07,147.75,REC_017,aggregator_board,0.55
PRC_012873,lcd_panel,led_backlight_strip,New Delhi,Delhi,2025-09-03T07:16:00.000Z,112.79,,kg,INR,67.46,146.16,,recycler_quote,0.7
PRC_009222,cable,cable_copper_house,Nagpur,Maharashtra,2025-09-03T07:20:00.000Z,356.12,379.41,kg,INR,292.99,439.49,REC_014,recycler_quote,0.7
PRC_015117,pcb,pcb_cpu_processor,Bengaluru Urban,Karnataka,2025-09-03T07:50:00.000Z,4533.29,,kg,INR,1915.31,6916.41,,completed_transaction,0.9
PRC_000886,pcb,pcb_power_supply,Pune,Maharashtra,2025-09-03T08:07:00.000Z,132.24,,kg,INR,89.57,189.09,REC_004,recycler_quote,0.7
PRC_005074,cable,cable_copper_house,Thane,Maharashtra,2025-09-03T08:11:00.000Z,372.85,,kg,INR,334.39,501.59,REC_011,completed_transaction,0.9
PRC_002710,pcb,pcb_cpu_processor,Mumbai Suburban,Maharashtra,2025-09-03T08:12:00.000Z,4384.68,,kg,INR,1951.45,7046.91,REC_008,completed_transaction,0.9
PRC_008213,mixed_plastic,plastic_mixed_dirty,Nashik,Maharashtra,2025-09-03T08:17:00.000Z,12.43,,kg,INR,5.74,15.29,REC_012,completed_transaction,0.9
PRC_008136,mixed_plastic,plastic_hips_tv,Nashik,Maharashtra,2025-09-03T08:52:00.000Z,24.07,29.14,kg,INR,15.29,30.59,REC_013,completed_transaction,0.9
PRC_001184,cable,cable_mixed_scrap,Pune,Maharashtra,2025-09-03T09:02:00.000Z,197.37,211.26,kg,INR,129.38,258.76,,completed_transaction,0.9
PRC_014117,motor_magnet,motor_speaker_magnet,New Delhi,Delhi,2025-09-03T09:21:00.000Z,73.05,90.26,kg,INR,50.17,105.92,REC_019,aggregator_board,0.55
PRC_003735,motor_magnet,motor_speaker_magnet,Mumbai Suburban,Maharashtra,2025-09-03T09:32:00.000Z,80.65,,kg,INR,48.38,102.13,REC_006,recycler_quote,0.7
PRC_003812,motor_magnet,motor_fan_ac,Mumbai Suburban,Maharashtra,2025-09-03T09:39:00.000Z,149.92,186.01,kg,INR,118.23,204.22,REC_009,recycler_quote,0.7
PRC_011037,pcb,pcb_cpu_processor,Chhatrapati Sambhajinagar,Maharashtra,2025-09-03T10:09:00.000Z,3465.52,3862.59,kg,INR,1626.21,5872.43,REC_016,completed_transaction,0.9
PRC_002930,pcb,pcb_power_supply,Mumbai Suburban,Maharashtra,2025-09-03T10:16:00.000Z,152.21,173.65,kg,INR,96.73,204.22,REC_007,aggregator_board,0.55
PRC_014339,mixed_plastic,plastic_hips_tv,New Delhi,Delhi,2025-09-03T10:16:00.000Z,24.04,,kg,INR,18.03,36.06,,completed_transaction,0.9
PRC_009609,battery,battery_li_ion_laptop,Nagpur,Maharashtra,2025-09-03T10:17:00.000Z,210.54,,kg,INR,128.31,274.94,REC_014,completed_transaction,0.9
PRC_016320,mixed_plastic,plastic_abs_casing,Bengaluru Urban,Karnataka,2025-09-03T10:33:00.000Z,29.9,,kg,INR,23.46,44.8,REC_020,recycler_quote,0.7
PRC_005230,cable,cable_aluminium,Thane,Maharashtra,2025-09-03T10:37:00.000Z,147.73,,kg,INR,114.95,182.87,REC_011,completed_transaction,0.9
PRC_011959,motor_magnet,motor_small_appliance,Chhatrapati Sambhajinagar,Maharashtra,2025-09-03T10:38:00.000Z,117.73,150.49,kg,INR,85.09,147.79,REC_017,recycler_quote,0.7
PRC_014978,pcb,pcb_motherboard,Bengaluru Urban,Karnataka,2025-09-03T10:48:00.000Z,334.81,422.09,kg,INR,223.45,446.91,REC_020,aggregator_board,0.55
PRC_015571,cable,cable_aluminium,Bengaluru Urban,Karnataka,2025-09-03T10:57:00.000Z,127.01,148.22,kg,INR,116.04,184.61,,aggregator_board,0.55
PRC_000382,lcd_panel,lcd_laptop_panel,Pune,Maharashtra,2025-09-03T10:59:00.000Z,41.52,49.3,kg,INR,30.12,70.27,REC_003,recycler_quote,0.7
PRC_009015,pcb,pcb_mobile,Nagpur,Maharashtra,2025-09-03T11:32:00.000Z,1047.45,1099.96,kg,INR,646.47,1477.64,REC_014,aggregator_board,0.55
PRC_003297,battery,battery_li_ion_mobile,Mumbai Suburban,Maharashtra,2025-09-03T11:37:00.000Z,224.26,251.23,kg,INR,129.1,279.72,REC_009,aggregator_board,0.55
PRC_010888,pcb,pcb_motherboard,Chhatrapati Sambhajinagar,Maharashtra,2025-09-03T11:48:00.000Z,294.07,356.27,kg,INR,189.72,379.45,REC_017,recycler_quote,0.7
PRC_000002,crt,crt_tv,Pune,Maharashtra,2025-09-03T11:58:00.000Z,6.4,8.15,kg,INR,3.98,8.97,REC_003,completed_transaction,0.9
PRC_011886,motor_magnet,motor_hdd_assembly,Chhatrapati Sambhajinagar,Maharashtra,2025-09-03T12:39:00.000Z,213.31,231.22,kg,INR,161.26,304.61,REC_017,aggregator_board,0.55
PRC_007686,battery,battery_button_cell,Nashik,Maharashtra,2025-09-03T12:43:00.000Z,90.71,,kg,INR,56.78,132.49,REC_013,completed_transaction,0.9
PRC_001786,motor_magnet,motor_fan_ac,Pune,Maharashtra,2025-09-03T12:47:00.000Z,129.18,161.8,kg,INR,109.47,189.09,REC_003,recycler_quote,0.7
PRC_004268,crt,crt_yoke,Thane,Maharashtra,2025-09-03T13:00:00.000Z,80.35,,kg,INR,57.47,99.27,REC_011,completed_transaction,0.9
PRC_010046,motor_magnet,motor_fan_ac,Nagpur,Maharashtra,2025-09-03T13:08:00.000Z,129.54,137.84,kg,INR,100.72,173.96,,completed_transaction,0.9
PRC_004778,pcb,pcb_cpu_processor,Thane,Maharashtra,2025-09-03T13:10:00.000Z,4058.24,4830.48,kg,INR,1897.25,6851.16,,completed_transaction,0.9
PRC_006180,crt,crt_tv,Nashik,Maharashtra,2025-09-03T13:12:00.000Z,5.56,6.98,kg,INR,3.79,8.52,REC_013,completed_transaction,0.9
PRC_013170,pcb,pcb_mobile,New Delhi,Delhi,2025-09-03T13:17:00.000Z,1191.52,1480.22,kg,INR,787.01,1798.87,REC_019,recycler_quote,0.7
PRC_002863,pcb,pcb_tv_low_grade,Mumbai Suburban,Maharashtra,2025-09-03T13:33:00.000Z,125.48,,kg,INR,75.89,173.46,,completed_transaction,0.9
PRC_005813,motor_magnet,motor_speaker_magnet,Thane,Maharashtra,2025-09-03T13:52:00.000Z,75.04,,kg,INR,47.04,99.3,,completed_transaction,0.9
PRC_008870,pcb,pcb_ram_gold,Nagpur,Maharashtra,2025-09-03T14:36:00.000Z,1556.21,1708.36,kg,INR,831.17,2031.76,REC_015,recycler_quote,0.7
PRC_008945,pcb,pcb_cpu_processor,Nagpur,Maharashtra,2025-09-03T14:51:00.000Z,3809.68,4883.87,kg,INR,1662.35,6002.92,REC_014,completed_transaction,0.9
PRC_004122,crt,crt_tv,Thane,Maharashtra,2025-09-03T14:52:00.000Z,7.55,,kg,INR,4.18,9.41,,completed_transaction,0.9
PRC_012328,mixed_plastic,plastic_mixed_dirty,Chhatrapati Sambhajinagar,Maharashtra,2025-09-03T15:27:00.000Z,9.98,10.75,kg,INR,5.43,14.49,REC_017,recycler_quote,0.7
PRC_002420,lcd_panel,lcd_laptop_panel,Mumbai Suburban,Maharashtra,2025-09-03T15:33:00.000Z,57.29,69.21,kg,INR,32.52,75.89,,aggregator_board,0.55
PRC_015791,battery,battery_li_ion_laptop,Bengaluru Urban,Karnataka,2025-09-03T15:35:00.000Z,236.84,,kg,INR,147.83,316.78,,completed_transaction,0.9
PRC_001566,motor_magnet,motor_hdd_assembly,Pune,Maharashtra,2025-09-03T15:58:00.000Z,268.43,321.49,kg,INR,179.18,338.45,,completed_transaction,0.9
PRC_008052,mixed_plastic,plastic_abs_casing,Nashik,Maharashtra,2025-09-03T16:17:00.000Z,32.89,,kg,INR,21.03,40.15,,completed_transaction,0.9
PRC_006412,lcd_panel,lcd_tv_panel,Nashik,Maharashtra,2025-09-03T16:47:00.000Z,20.04,,kg,INR,13.25,26.5,,field_survey,0.85
PRC_016017,motor_magnet,motor_hdd_assembly,Bengaluru Urban,Karnataka,2025-09-03T16:47:00.000Z,301.49,,kg,INR,189.93,358.76,REC_021,aggregator_board,0.55
PRC_003435,battery,battery_lead_acid_ups,Mumbai Suburban,Maharashtra,2025-09-03T17:10:00.000Z,88.22,107.49,kg,INR,80.69,112.97,,field_survey,0.85
PRC_013885,battery,battery_button_cell,New Delhi,Delhi,2025-09-03T17:23:00.000Z,131.32,157.12,kg,INR,66.94,156.2,REC_019,recycler_quote,0.7
PRC_010588,lcd_panel,lcd_tv_panel,Chhatrapati Sambhajinagar,Maharashtra,2025-09-03T17:31:00.000Z,21.41,25.57,kg,INR,12.55,25.1,REC_016,completed_transaction,0.9
PRC_014699,lcd_panel,lcd_tv_panel,Bengaluru Urban,Karnataka,2025-09-03T17:38:00.000Z,23.09,,kg,INR,14.78,29.57,REC_021,aggregator_board,0.55
PRC_010361,crt,crt_tv,Chhatrapati Sambhajinagar,Maharashtra,2025-09-03T17:40:00.000Z,5.24,6.18,kg,INR,3.59,8.07,,completed_transaction,0.9
PRC_009841,motor_magnet,motor_hdd_assembly,Nagpur,Maharashtra,2025-09-03T18:16:00.000Z,245.07,,kg,INR,164.85,311.38,,completed_transaction,0.9
PRC_012950,pcb,pcb_motherboard,New Delhi,Delhi,2025-09-03T18:16:00.000Z,377.25,,kg,INR,236.1,472.2,,recycler_quote,0.7
PRC_013100,pcb,pcb_cpu_processor,New Delhi,Delhi,2025-09-03T18:30:00.000Z,6239.36,,kg,INR,2023.73,7307.91,REC_018,recycler_quote,0.7
PRC_015711,battery,battery_li_ion_mobile,Bengaluru Urban,Karnataka,2025-09-03T18:38:00.000Z,181.4,200.91,kg,INR,126.71,274.54,REC_021,recycler_quote,0.7
PRC_005291,cable,cable_mixed_scrap,Thane,Maharashtra,2025-09-03T18:47:00.000Z,191.54,,kg,INR,135.85,271.69,,completed_transaction,0.9
PRC_015863,battery,battery_lead_acid_ups,Bengaluru Urban,Karnataka,2025-09-04T07:31:00.000Z,118.42,,kg,INR,77.68,108.75,,recycler_quote,0.7
PRC_015712,battery,battery_li_ion_mobile,Bengaluru Urban,Karnataka,2025-09-04T07:40:00.000Z,192.88,230.65,kg,INR,124.29,269.29,REC_020,completed_transaction,0.9
PRC_002493,lcd_panel,led_backlight_strip,Mumbai Suburban,Maharashtra,2025-09-04T08:09:00.000Z,109.9,,kg,INR,65.1,141.05,REC_008,field_survey,0.85
PRC_008362,crt,crt_monitor,Nagpur,Maharashtra,2025-09-04T08:19:00.000Z,6.89,,kg,INR,4.58,10.08,REC_015,field_survey,0.85
PRC_001935,mixed_plastic,plastic_hips_tv,Pune,Maharashtra,2025-09-04T08:54:00.000Z,22.37,,kg,INR,16.06,32.12,REC_005,completed_transaction,0.9
PRC_012559,crt,crt_yoke,New Delhi,Delhi,2025-09-04T09:11:00.000Z,90.13,110.13,kg,INR,61.54,106.29,REC_018,completed_transaction,0.9
PRC_015042,pcb,pcb_ram_gold,Bengaluru Urban,Karnataka,2025-09-04T09:17:00.000Z,1578.61,1808.12,kg,INR,958.4,2342.76,REC_021,recycler_quote,0.7
PRC_006563,lcd_panel,lcd_laptop_panel,Nashik,Maharashtra,2025-09-04T10:04:00.000Z,44.95,56.06,kg,INR,28.63,66.81,REC_013,aggregator_board,0.55
PRC_001347,battery,battery_li_ion_laptop,Pune,Maharashtra,2025-09-04T10:06:00.000Z,189.88,208.3,kg,INR,136.79,293.13,,completed_transaction,0.9
PRC_002008,mixed_plastic,plastic_mixed_dirty,Pune,Maharashtra,2025-09-04T10:08:00.000Z,12.44,13.88,kg,INR,6.02,16.06,REC_003,completed_transaction,0.9
PRC_003893,mixed_plastic,plastic_abs_casing,Mumbai Suburban,Maharashtra,2025-09-04T10:11:00.000Z,35.33,40.91,kg,INR,23.85,45.53,REC_007,aggregator_board,0.55
PRC_001261,battery,battery_li_ion_mobile,Pune,Maharashtra,2025-09-04T10:13:00.000Z,185.23,,kg,INR,117.25,254.04,REC_003,completed_transaction,0.9
PRC_015118,pcb,pcb_cpu_processor,Bengaluru Urban,Karnataka,2025-09-04T11:17:00.000Z,4198.51,4951.92,kg,INR,1916.81,6921.8,,completed_transaction,0.9
PRC_000003,crt,crt_tv,Pune,Maharashtra,2025-09-04T11:30:00.000Z,6.58,,kg,INR,3.99,8.97,,completed_transaction,0.9
PRC_011626,battery,battery_li_ion_mobile,Chhatrapati Sambhajinagar,Maharashtra,2025-09-04T11:44:00.000Z,178.59,189.15,kg,INR,105.53,228.64,REC_016,completed_transaction,0.9
PRC_007973,motor_magnet,motor_fan_ac,Nashik,Maharashtra,2025-09-04T11:50:00.000Z,141.54,152.33,kg,INR,104.39,180.32,REC_013,completed_transaction,0.9
PRC_014914,lcd_panel,led_backlight_strip,Bengaluru Urban,Karnataka,2025-09-04T11:55:00.000Z,100.22,124.99,kg,INR,63.89,138.44,REC_020,completed_transaction,0.9
PRC_005576,battery,battery_button_cell,Thane,Maharashtra,2025-09-04T12:22:00.000Z,98.83,113.11,kg,INR,61.56,143.63,REC_010,completed_transaction,0.9
PRC_012637,lcd_panel,lcd_tv_panel,New Delhi,Delhi,2025-09-04T13:10:00.000Z,21.18,26.33,kg,INR,15.63,31.25,REC_019,completed_transaction,0.9
PRC_010047,motor_magnet,motor_fan_ac,Nagpur,Maharashtra,2025-09-04T13:12:00.000Z,145.98,,kg,INR,101.1,174.62,REC_014,completed_transaction,0.9
PRC_011690,battery,battery_li_ion_laptop,Chhatrapati Sambhajinagar,Maharashtra,2025-09-04T13:50:00.000Z,203.41,244.43,kg,INR,123.11,263.82,REC_017,recycler_quote,0.7
PRC_014556,crt,crt_monitor,Bengaluru Urban,Karnataka,2025-09-04T13:54:00.000Z,9.65,10.34,kg,INR,5.28,11.62,,recycler_quote,0.7
PRC_015326,pcb,pcb_power_supply,Bengaluru Urban,Karnataka,2025-09-04T14:43:00.000Z,153.86,178.46,kg,INR,95.3,201.19,,completed_transaction,0.9
PRC_009386,cable,cable_aluminium,Nagpur,Maharashtra,2025-09-04T15:15:00.000Z,122.31,,kg,INR,101.1,160.84,REC_014,recycler_quote,0.7
PRC_000676,pcb,pcb_cpu_processor,Pune,Maharashtra,2025-09-04T15:22:00.000Z,3996.39,,kg,INR,1808.31,6530,,recycler_quote,0.7
PRC_009082,pcb,pcb_tv_low_grade,Nagpur,Maharashtra,2025-09-04T15:30:00.000Z,114.04,121.79,kg,INR,64.7,147.88,REC_014,recycler_quote,0.7
PRC_011743,battery,battery_lead_acid_ups,Chhatrapati Sambhajinagar,Maharashtra,2025-09-04T15:37:00.000Z,75.6,92.01,kg,INR,65.95,92.34,,completed_transaction,0.9
PRC_002636,pcb,pcb_ram_gold,Mumbai Suburban,Maharashtra,2025-09-04T15:43:00.000Z,1735.86,1906.41,kg,INR,976.49,2386.97,,completed_transaction,0.9
PRC_003587,motor_magnet,motor_hdd_assembly,Mumbai Suburban,Maharashtra,2025-09-04T15:59:00.000Z,252.68,,kg,INR,192.83,364.23,REC_006,recycler_quote,0.7
PRC_005889,motor_magnet,motor_fan_ac,Thane,Maharashtra,2025-09-04T16:17:00.000Z,154.21,197.41,kg,INR,115.38,199.3,REC_010,completed_transaction,0.9
PRC_000161,crt,crt_yoke,Pune,Maharashtra,2025-09-04T16:40:00.000Z,71.3,,kg,INR,54.94,94.9,REC_002,recycler_quote,0.7
PRC_008946,pcb,pcb_cpu_processor,Nagpur,Maharashtra,2025-09-04T16:48:00.000Z,3571.8,,kg,INR,1663.64,6007.6,REC_015,recycler_quote,0.7
PRC_005664,motor_magnet,motor_hdd_assembly,Thane,Maharashtra,2025-09-04T17:04:00.000Z,278.52,,kg,INR,187.47,354.11,REC_011,completed_transaction,0.9
PRC_011486,cable,cable_aluminium,Chhatrapati Sambhajinagar,Maharashtra,2025-09-04T17:11:00.000Z,130.97,,kg,INR,98.9,157.34,REC_017,aggregator_board,0.55
PRC_014632,crt,crt_yoke,Bengaluru Urban,Karnataka,2025-09-04T17:25:00.000Z,80.42,92.5,kg,INR,58.24,100.6,,completed_transaction,0.9
PRC_005737,motor_magnet,motor_small_appliance,Thane,Maharashtra,2025-09-04T17:33:00.000Z,113.28,,kg,INR,99.65,173.07,REC_011,recycler_quote,0.7
PRC_004574,lcd_panel,led_backlight_strip,Thane,Maharashtra,2025-09-04T17:50:00.000Z,97.79,122.09,kg,INR,63.29,137.13,,completed_transaction,0.9
PRC_013171,pcb,pcb_mobile,New Delhi,Delhi,2025-09-04T17:56:00.000Z,1251.56,1532.76,kg,INR,787.62,1800.27,REC_019,completed_transaction,0.9
PRC_005075,cable,cable_copper_house,Thane,Maharashtra,2025-09-04T17:58:00.000Z,419.96,,kg,INR,335.66,503.49,REC_010,completed_transaction,0.9
PRC_015645,cable,cable_mixed_scrap,Bengaluru Urban,Karnataka,2025-09-04T18:12:00.000Z,194.91,,kg,INR,137.66,275.32,,completed_transaction,0.9
PRC_014700,lcd_panel,lcd_tv_panel,Bengaluru Urban,Karnataka,2025-09-04T18:26:00.000Z,18.51,24.06,kg,INR,14.79,29.58,REC_020,field_survey,0.85
PRC_016018,motor_magnet,motor_hdd_assembly,Bengaluru Urban,Karnataka,2025-09-04T18:36:00.000Z,261.11,279.95,kg,INR,189.26,357.48,REC_021,recycler_quote,0.7
PRC_004847,pcb,pcb_mobile,Thane,Maharashtra,2025-09-04T18:41:00.000Z,1163.36,,kg,INR,738.39,1687.75,REC_011,recycler_quote,0.7
PRC_001709,motor_magnet,motor_speaker_magnet,Pune,Maharashtra,2025-09-04T18:49:00.000Z,82.03,95.08,kg,INR,44.64,94.23,REC_002,recycler_quote,0.7
PRC_008289,crt,crt_tv,Nagpur,Maharashtra,2025-09-05T07:34:00.000Z,5.77,6.16,kg,INR,3.66,8.22,,recycler_quote,0.7
